File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF335MWA	bam	unfiltered alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000AUO, ENCFF643CGH	853357689	ENCODE Processing Pipeline	d93f6ada967f08bc888070094fd9a3f9		https://www.encodeproject.org/files/ENCFF335MWA/@@download/ENCFF335MWA.bam	GRCh38				released	s3://encode-public/2016/11/05/2cec7cf3-52e1-4c81-ad63-bd218ceab2ab/ENCFF335MWA.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF144FVL	bam	unfiltered alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				3			36				ENCFF000AUP, ENCFF643CGH	864674027	ENCODE Processing Pipeline	809b1fc4681b5b40a4a66b60747a79c7		https://www.encodeproject.org/files/ENCFF144FVL/@@download/ENCFF144FVL.bam	GRCh38				released	s3://encode-public/2016/11/05/065e6824-67b2-40cb-83cd-2f59db6e9187/ENCFF144FVL.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF370XAS	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				3			36				ENCFF000AUP, ENCFF643CGH	398795795	ENCODE Processing Pipeline	77e3480ef88ee7f995b8a00e5024c47f		https://www.encodeproject.org/files/ENCFF370XAS/@@download/ENCFF370XAS.bam	GRCh38				released	s3://encode-public/2016/11/05/aa5e9791-364a-4ee5-a52d-27652024991e/ENCFF370XAS.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF758GUH	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000AUO, ENCFF643CGH	443205936	ENCODE Processing Pipeline	ee6c4abb7f7ea1896edd44af0ad69d4c		https://www.encodeproject.org/files/ENCFF758GUH/@@download/ENCFF758GUH.bam	GRCh38				released	s3://encode-public/2016/11/05/187b8711-2542-42c6-9ef2-317f976f7f79/ENCFF758GUH.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF663EWP	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000AUK, ENCFF643CGH	569851821	ENCODE Processing Pipeline	fdb9dda7c829738af1341c7094a73c37		https://www.encodeproject.org/files/ENCFF663EWP/@@download/ENCFF663EWP.bam	GRCh38				released	s3://encode-public/2016/11/05/fc55a101-1376-49b0-9cc7-56801ca3826f/ENCFF663EWP.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF948BTF	tagAlign	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE												201961716	Anshul Kundaje, Stanford	e6d7e37157c970041e5821b9b2af4076		https://www.encodeproject.org/files/ENCFF948BTF/@@download/ENCFF948BTF.tagAlign.gz	hg19				archived	s3://encode-public/2016/07/19/d939bd37-06a7-435b-b5a2-ca7f86fd43e1/ENCFF948BTF.tagAlign.gz	low read length, mild to moderate bottlenecking	missing derived_from	insufficient read depth	
ENCFF962FFZ	bigWig	signal p-value	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF948BTF	346780365	Anshul Kundaje, Stanford	eb9e34ee1916b60227bc162683294823		https://www.encodeproject.org/files/ENCFF962FFZ/@@download/ENCFF962FFZ.bigWig	hg19				archived	s3://encode-public/2016/08/18/c5bf942b-66e6-4a12-a4c8-76073d55bda7/ENCFF962FFZ.bigWig	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF846MPX	bigWig	fold change over control	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF948BTF	489777936	Anshul Kundaje, Stanford	529439e55c8cc12a44da72780c350485		https://www.encodeproject.org/files/ENCFF846MPX/@@download/ENCFF846MPX.bigWig	hg19				archived	s3://encode-public/2016/08/18/b8a76a37-605d-49d2-8373-892bb86a3c1e/ENCFF846MPX.bigWig	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF793MUN	fastq	reads	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1	1	25		paired-ended	2	ENCFF035KAM		1030977736	Bradley Bernstein, Broad	704e48eafb4d49adaa356c4d7d82773b		https://www.encodeproject.org/files/ENCFF793MUN/@@download/ENCFF793MUN.fastq.gz			Illumina HiSeq 2500		archived	s3://encode-public/2016/04/11/12c01bb2-7714-44f5-9973-08f2a8890f11/ENCFF793MUN.fastq.gz			missing controlled_by	
ENCFF035KAM	fastq	reads	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1	1	25		paired-ended	1	ENCFF793MUN		1023836393	Bradley Bernstein, Broad	3ab88561e01c711733f007c1943c1849		https://www.encodeproject.org/files/ENCFF035KAM/@@download/ENCFF035KAM.fastq.gz			Illumina HiSeq 2500		archived	s3://encode-public/2016/04/11/4e997421-181f-4d66-b054-a96fe2a57b98/ENCFF035KAM.fastq.gz			missing controlled_by	
ENCFF825QGB	fastq	reads	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1	1	76		single-ended				1742740630	Bradley Bernstein, Broad	5a3fc3eec792cfaa965aea2786b6484b	SRA:SRR5331171	https://www.encodeproject.org/files/ENCFF825QGB/@@download/ENCFF825QGB.fastq.gz			Illumina HiSeq 2500	/files/ENCFF451IDT/, /files/ENCFF643EHE/	released	s3://encode-public/2016/04/11/b4d084a7-336e-43e8-b185-07404a8f3371/ENCFF825QGB.fastq.gz				
ENCFF012SGZ	fastq	reads	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2	1	25		paired-ended	1	ENCFF791SQR		1527670510	Bradley Bernstein, Broad	92582c98e55fd77e643311b20d1b31fa		https://www.encodeproject.org/files/ENCFF012SGZ/@@download/ENCFF012SGZ.fastq.gz			Illumina HiSeq 2500		archived	s3://encode-public/2016/04/14/5450c582-1bdc-4592-b06d-570686f502b1/ENCFF012SGZ.fastq.gz			missing controlled_by	
ENCFF791SQR	fastq	reads	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2	1	25		paired-ended	2	ENCFF012SGZ		1536937629	Bradley Bernstein, Broad	5ee87ef01fce055b366f260d1302c561		https://www.encodeproject.org/files/ENCFF791SQR/@@download/ENCFF791SQR.fastq.gz			Illumina HiSeq 2500		archived	s3://encode-public/2016/04/14/db6c233b-4358-4861-bcfe-4c23c7ca77f1/ENCFF791SQR.fastq.gz			missing controlled_by	
ENCFF598WCX	fastq	reads	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2	1	76		single-ended				2407068433	Bradley Bernstein, Broad	8ea99f25aa53bedffa3e8cb740403aba	SRA:SRR5331172	https://www.encodeproject.org/files/ENCFF598WCX/@@download/ENCFF598WCX.fastq.gz			Illumina HiSeq 2500	/files/ENCFF015ZEK/	released	s3://encode-public/2016/04/14/d597acc3-fe7b-47ba-9132-d11945293e78/ENCFF598WCX.fastq.gz				
ENCFF811ZTA	bam	unfiltered alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2			76				ENCFF598WCX, ENCFF643CGH	2750777845	ENCODE Processing Pipeline	a2521c65d483a1ca74d874b32d76b918		https://www.encodeproject.org/files/ENCFF811ZTA/@@download/ENCFF811ZTA.bam	GRCh38				released	s3://encode-public/2016/08/09/921c76f7-32bc-4f36-9ec9-c5619b195561/ENCFF811ZTA.bam				
ENCFF396LGW	bam	alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1			76				ENCFF643CGH, ENCFF825QGB	1705019654	ENCODE Processing Pipeline	403525e0892bfefb843b6569d26b9bf1		https://www.encodeproject.org/files/ENCFF396LGW/@@download/ENCFF396LGW.bam	GRCh38				released	s3://encode-public/2016/08/09/8001b75f-c669-45c0-bd81-8607442117c0/ENCFF396LGW.bam				
ENCFF635VVK	bam	unfiltered alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1			76				ENCFF643CGH, ENCFF825QGB	2068086953	ENCODE Processing Pipeline	e293afc8acfa4deef970edc222c06380		https://www.encodeproject.org/files/ENCFF635VVK/@@download/ENCFF635VVK.bam	GRCh38				released	s3://encode-public/2016/08/09/23c51075-74e7-4128-88da-e87ec75e75c4/ENCFF635VVK.bam				
ENCFF634CBL	bam	alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2			76				ENCFF598WCX, ENCFF643CGH	2163010848	ENCODE Processing Pipeline	57b68b2e81028b058e091b30dc1d4b9c		https://www.encodeproject.org/files/ENCFF634CBL/@@download/ENCFF634CBL.bam	GRCh38				released	s3://encode-public/2016/08/09/d58d509d-c64d-4d8e-bc1e-f8eaa8d90610/ENCFF634CBL.bam				
ENCFF631UXF	bam	unfiltered alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1			76				ENCFF807MUK, ENCFF825QGB	2062284734	ENCODE Processing Pipeline	df8953f5aaa05676c33757272b4f1bca		https://www.encodeproject.org/files/ENCFF631UXF/@@download/ENCFF631UXF.bam	hg19				released	s3://encode-public/2016/11/09/ebb56357-c70a-4997-95d8-4607428e0cbe/ENCFF631UXF.bam				
ENCFF375WTP	bam	alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1			76				ENCFF807MUK, ENCFF825QGB	1701987160	ENCODE Processing Pipeline	9ae4d1e21708292d50f4c06c16562008		https://www.encodeproject.org/files/ENCFF375WTP/@@download/ENCFF375WTP.bam	hg19				released	s3://encode-public/2016/11/09/f49bac09-b5d9-4a82-b818-85f88121cbc8/ENCFF375WTP.bam				
ENCFF520LYT	bam	unfiltered alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2			76				ENCFF598WCX, ENCFF807MUK	2743041326	ENCODE Processing Pipeline	b71ecb659a3c86d0a8c728f200f96f5d		https://www.encodeproject.org/files/ENCFF520LYT/@@download/ENCFF520LYT.bam	hg19				released	s3://encode-public/2016/11/09/58c56483-34f7-4882-a2c5-2f551b9dd830/ENCFF520LYT.bam				
ENCFF056GPS	bam	alignments	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2			76				ENCFF598WCX, ENCFF807MUK	2158867780	ENCODE Processing Pipeline	b9597e127b8b44c798cad373e667b00a		https://www.encodeproject.org/files/ENCFF056GPS/@@download/ENCFF056GPS.bam	hg19				released	s3://encode-public/2016/11/09/ced01acc-0725-4536-b0b2-d64ac5ff0e46/ENCFF056GPS.bam				
ENCFF190OOC	bed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1							ENCFF142VHH, ENCFF396LGW, ENCFF401XXH	1095650	ENCODE Processing Pipeline	cfb09e72e76407866412a10a92d0208c		https://www.encodeproject.org/files/ENCFF190OOC/@@download/ENCFF190OOC.bed.gz	GRCh38				released	s3://encode-public/2016/11/14/e23964b5-417a-45c2-8c81-d2c939e04216/ENCFF190OOC.bed.gz				
ENCFF054LJI	bed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2							ENCFF142VHH, ENCFF401XXH, ENCFF634CBL	1640105	ENCODE Processing Pipeline	c6e8ea6041bdea734fc464a6e96ac9df		https://www.encodeproject.org/files/ENCFF054LJI/@@download/ENCFF054LJI.bed.gz	GRCh38				released	s3://encode-public/2016/11/14/ec8467a8-df27-4424-8ec4-52ede855cf27/ENCFF054LJI.bed.gz				
ENCFF920KUR	bed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1, 2							ENCFF142VHH, ENCFF396LGW, ENCFF401XXH, ENCFF634CBL	1305867	ENCODE Processing Pipeline	f4f058f56f23b8480e516a0f39cc19b9		https://www.encodeproject.org/files/ENCFF920KUR/@@download/ENCFF920KUR.bed.gz	GRCh38				released	s3://encode-public/2016/11/14/9dff09b7-f61f-4436-9f5d-8cce5b2f5881/ENCFF920KUR.bed.gz				
ENCFF518NWL	bigBed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1							ENCFF190OOC	3410053	ENCODE Processing Pipeline	5530b5016c3e51c6c41c8ef0bf1b5188		https://www.encodeproject.org/files/ENCFF518NWL/@@download/ENCFF518NWL.bigBed	GRCh38				released	s3://encode-public/2016/11/14/dd59b2bf-6f6a-4bd4-8cc1-2798b831173b/ENCFF518NWL.bigBed				
ENCFF233UUF	bigBed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2							ENCFF054LJI	4836010	ENCODE Processing Pipeline	bcbec4bb07cd12f3ff47626c75570918		https://www.encodeproject.org/files/ENCFF233UUF/@@download/ENCFF233UUF.bigBed	GRCh38				released	s3://encode-public/2016/11/14/3df8798c-9e6f-4ed7-b994-40336544a703/ENCFF233UUF.bigBed				
ENCFF941AWR	bigBed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1, 2							ENCFF920KUR	3755356	ENCODE Processing Pipeline	e9c864570008e1035b834c91ccf92020		https://www.encodeproject.org/files/ENCFF941AWR/@@download/ENCFF941AWR.bigBed	GRCh38				released	s3://encode-public/2016/11/14/45bae7d1-03cd-427f-b226-340f5e6361db/ENCFF941AWR.bigBed				
ENCFF565YYD	bigWig	signal p-value	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1							ENCFF142VHH, ENCFF396LGW, ENCFF401XXH	1093486008	ENCODE Processing Pipeline	a211362c76172ddbb82b22effced1609		https://www.encodeproject.org/files/ENCFF565YYD/@@download/ENCFF565YYD.bigWig	GRCh38				released	s3://encode-public/2016/11/14/fa0368ac-fae9-405e-9844-190631339d29/ENCFF565YYD.bigWig				
ENCFF298HKK	bigWig	signal p-value	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2							ENCFF142VHH, ENCFF401XXH, ENCFF634CBL	1121548543	ENCODE Processing Pipeline	9f679d5e7ac4826c9feab18a8fda24c7		https://www.encodeproject.org/files/ENCFF298HKK/@@download/ENCFF298HKK.bigWig	GRCh38				released	s3://encode-public/2016/11/14/f2d306a4-fb4e-40b6-8c90-2ce2c0a07fbc/ENCFF298HKK.bigWig				
ENCFF480KNX	bigWig	signal p-value	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1, 2							ENCFF142VHH, ENCFF396LGW, ENCFF401XXH, ENCFF634CBL	1453022466	ENCODE Processing Pipeline	880e2b672aba505d0e6c5298b2b21539		https://www.encodeproject.org/files/ENCFF480KNX/@@download/ENCFF480KNX.bigWig	GRCh38				released	s3://encode-public/2016/11/14/3eea5692-6688-4f19-901b-343e51d4dcc6/ENCFF480KNX.bigWig				
ENCFF238AYS	bed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1							ENCFF375WTP, ENCFF602SNK, ENCFF620EZL	1041205	ENCODE Processing Pipeline	95c93295073be9d3d90c63e4f2f4d155		https://www.encodeproject.org/files/ENCFF238AYS/@@download/ENCFF238AYS.bed.gz	hg19				released	s3://encode-public/2016/11/14/a5b38575-7f59-4412-b080-dcbd4a920b6b/ENCFF238AYS.bed.gz				
ENCFF460VIH	bed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2							ENCFF056GPS, ENCFF602SNK, ENCFF620EZL	1431945	ENCODE Processing Pipeline	17a384ebadf7a9283ddfe54345662229		https://www.encodeproject.org/files/ENCFF460VIH/@@download/ENCFF460VIH.bed.gz	hg19				released	s3://encode-public/2016/11/14/d82efe80-4e50-417b-b530-71656630c28c/ENCFF460VIH.bed.gz				
ENCFF656JPY	bed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1, 2							ENCFF056GPS, ENCFF375WTP, ENCFF602SNK, ENCFF620EZL	1382519	ENCODE Processing Pipeline	8b1326dac76a6dbdad0dfa1c548b3790		https://www.encodeproject.org/files/ENCFF656JPY/@@download/ENCFF656JPY.bed.gz	hg19				released	s3://encode-public/2016/11/14/f9b6c087-bc66-410b-8472-a44a42829752/ENCFF656JPY.bed.gz				
ENCFF644MVR	bigBed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1							ENCFF238AYS	3213186	ENCODE Processing Pipeline	6d1bf8e5e2cbde69f52f633c6bbce8ee		https://www.encodeproject.org/files/ENCFF644MVR/@@download/ENCFF644MVR.bigBed	hg19				released	s3://encode-public/2016/11/14/260737e6-7b6b-445c-bf84-7599a8fe9aac/ENCFF644MVR.bigBed				
ENCFF058ZSR	bigBed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2							ENCFF460VIH	4136381	ENCODE Processing Pipeline	e57209aa56349f5f6a3c6cee4eef6d51		https://www.encodeproject.org/files/ENCFF058ZSR/@@download/ENCFF058ZSR.bigBed	hg19				released	s3://encode-public/2016/11/14/1ae407b1-9073-4762-ab90-1aebb3ac5809/ENCFF058ZSR.bigBed				
ENCFF414HOL	bigBed narrowPeak	peaks	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1, 2							ENCFF656JPY	3996908	ENCODE Processing Pipeline	5d7ce128efa515eb1f8131045f3a6bbb		https://www.encodeproject.org/files/ENCFF414HOL/@@download/ENCFF414HOL.bigBed	hg19				released	s3://encode-public/2016/11/14/6dcac7e6-40f4-4453-8b8e-fb34dd31c440/ENCFF414HOL.bigBed				
ENCFF228TWF	bigWig	fold change over control	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1							ENCFF142VHH, ENCFF396LGW, ENCFF401XXH	1043387976	ENCODE Processing Pipeline	988c0bb0ae0d2d08ac131c46fbb9a94e		https://www.encodeproject.org/files/ENCFF228TWF/@@download/ENCFF228TWF.bigWig	GRCh38				released	s3://encode-public/2016/11/14/ffbbdf77-f885-4301-9289-84d08d49cb0e/ENCFF228TWF.bigWig				
ENCFF144WAQ	bigWig	signal p-value	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1							ENCFF375WTP, ENCFF602SNK, ENCFF620EZL	1031308311	ENCODE Processing Pipeline	f8db85b788bf74171df114d956bfc9d8		https://www.encodeproject.org/files/ENCFF144WAQ/@@download/ENCFF144WAQ.bigWig	hg19				released	s3://encode-public/2016/11/14/130ee53b-1663-41cb-8d10-c83bfb267f54/ENCFF144WAQ.bigWig				
ENCFF724WTY	bigWig	fold change over control	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2							ENCFF142VHH, ENCFF401XXH, ENCFF634CBL	1158946739	ENCODE Processing Pipeline	54b8b60c01886d12b4c0c1b60e820703		https://www.encodeproject.org/files/ENCFF724WTY/@@download/ENCFF724WTY.bigWig	GRCh38				released	s3://encode-public/2016/11/14/042a80b6-c271-4530-a131-0443e0644c75/ENCFF724WTY.bigWig				
ENCFF541WVR	bigWig	signal p-value	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				2							ENCFF056GPS, ENCFF602SNK, ENCFF620EZL	1228351632	ENCODE Processing Pipeline	9a08acd56ca960f385c99dea70f30604		https://www.encodeproject.org/files/ENCFF541WVR/@@download/ENCFF541WVR.bigWig	hg19				released	s3://encode-public/2016/11/14/36f22572-a73f-436a-967b-532b458a7206/ENCFF541WVR.bigWig				
ENCFF003DXG	bigWig	fold change over control	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1, 2							ENCFF142VHH, ENCFF396LGW, ENCFF401XXH, ENCFF634CBL	1542387099	ENCODE Processing Pipeline	44b0b83a49873267d06bb9ed61cb4826		https://www.encodeproject.org/files/ENCFF003DXG/@@download/ENCFF003DXG.bigWig	GRCh38				released	s3://encode-public/2016/11/14/af729960-104d-40f6-a638-b117bc7d2ac8/ENCFF003DXG.bigWig				
ENCFF154XCY	bigWig	signal p-value	ENCSR057BWO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA					False	2016-11-14	ENCODE				1, 2							ENCFF056GPS, ENCFF375WTP, ENCFF602SNK, ENCFF620EZL	1351693767	ENCODE Processing Pipeline	3d9647b8a8eb21c30b5f65efc1f23cf9		https://www.encodeproject.org/files/ENCFF154XCY/@@download/ENCFF154XCY.bigWig	hg19				released	s3://encode-public/2016/11/14/3ec9c56a-1efc-482c-8506-fec2b77532a5/ENCFF154XCY.bigWig				
